run_id,status,generated_at,account_state_mode,account_state_quality_flag,account_total_value_usd,cash_usd,available_cash_after_reserve_usd,source_cost_adjusted_rows,source_position_policy_rows,source_buyability_rows,output_rows,account_trade_allowed_count,account_trade_small_only_count,account_watch_only_count,account_wait_pullback_count,account_review_first_count,blocked_by_cash_count,blocked_by_cash_reserve_count,blocked_by_single_position_cap_count,blocked_by_theme_exposure_count,blocked_by_high_risk_exposure_count,blocked_by_active_position_limit_count,blocked_by_speculative_position_limit_count,blocked_by_daily_new_buy_limit_count,blocked_by_cost_plan_count,blocked_by_account_state_quality_count,validation_fail_count,forbidden_modified,notes
V18_31D_20260524_182841,FAIL_V18_31D_ACCOUNT_AWARE_MANUAL_TRADE_PLAN_FAILED,2026-05-24T18:28:41,TEMPLATE_OR_EMPTY_ACCOUNT_ASSUMPTION,WARN_TEMPLATE_EMPTY_ACCOUNT,2000.00,2000.00,1700.00,252,252,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,Structural row count mismatch.
