ticker,column_name,ticker_value,pool_median,pool_percentile,direction_label,source_file,role_label,attribution_mode,notes
FORM,rank,1,159.5000,0.3145,NEGATIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY,Primary ranking output column; no reliable current formula weight metadata parsed.
FORM,composite_candidate_score,59.2,32.4906,100.0000,POSITIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY,Primary ranking output column; no reliable current formula weight metadata parsed.
FORM,ranking_source_policy,V18_35E_ONLINE_BACKFILL_RECOMPUTE,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY,Primary ranking output column; no reliable current formula weight metadata parsed.
FORM,primary_score_source_files,outputs/v18/factor_pack/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_FACTOR_PACK.csv;outputs/v18/technical_timing/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_TECHNICAL_TIMING.csv,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY,Primary ranking output column; no reliable current formula weight metadata parsed.
FORM,score_source_status,OK_RECOMPUTED_FACTOR_TECHNICAL,,,POSITIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY,Primary ranking output column; no reliable current formula weight metadata parsed.
FORM,score_source_files,outputs/v18/factor_pack/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_FACTOR_PACK.csv;outputs/v18/technical_timing/V18_35E_RECOMPUTED_AFTER_ONLINE_BACKFILL_TECHNICAL_TIMING.csv,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY,Primary ranking output column; no reliable current formula weight metadata parsed.
FORM,score_source_columns,factor_pack_score;technical_timing_score,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY,Primary ranking output column; no reliable current formula weight metadata parsed.
FORM,technical_status,TECH_TIMING_PULLBACK_WATCH,,,POSITIVE,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY,Primary ranking output column; no reliable current formula weight metadata parsed.
FORM,event_risk_status,,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY,Primary ranking output column; no reliable current formula weight metadata parsed.
FORM,overheat_status,NOT_AVAILABLE_RESERVED,,,UNKNOWN,outputs\v18\candidates\V18_CURRENT_RANKED_CANDIDATES.csv,OFFICIAL_RANKING_INPUT,DESCRIPTIVE_ONLY,Primary ranking output column; no reliable current formula weight metadata parsed.
FORM,factor_pack_rank,2,124.5000,1.5873,NEGATIVE,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,factor_pack_score,100.0,41.9759,100.0000,POSITIVE,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,F010_XSEC_COMPOSITE_RANK,100.0,41.9783,100.0000,POSITIVE,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,F011_TS_MOMENTUM_60_120,79.047619,41.0491,82.9365,POSITIVE,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,volatility_penalty,71.428571,50.4762,71.3376,NEGATIVE,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,overheat_penalty,39.047619,50.4762,38.8535,NEUTRAL,outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,bb_mid_20,139.203,123.4945,53.1746,NEUTRAL,outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,bb_upper_20_2,158.6378,140.8338,53.1746,NEUTRAL,outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,bb_lower_20_2,119.7682,109.3827,54.3651,NEUTRAL,outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,bb_percent_b,-0.0604,0.4855,1.9841,NEGATIVE,outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,bb_bandwidth,0.2792,0.2281,64.2857,NEUTRAL,outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,bb_squeeze_flag,False,,,UNKNOWN,outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,bb_status,BB_BELOW_LOWER,,,UNKNOWN,outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,rsi_14,39.3157,51.9380,17.8571,NEGATIVE,outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,rsi_status,RSI_WEAK,,,UNKNOWN,outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,kdj_k,20.4134,45.7261,15.8730,NEGATIVE,outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,kdj_d,32.2286,49.0996,28.5714,NEGATIVE,outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,kdj_j,-3.2171,33.5957,3.9683,NEGATIVE,outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,kdj_status,KDJ_NEUTRAL,,,UNKNOWN,outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,overheat_penalty,0,0.0000,88.4921,NEGATIVE,outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,pullback_timing_bonus,14,0.0000,94.8413,POSITIVE,outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,technical_timing_score,64.0,50.0000,82.5397,POSITIVE,outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,technical_signal,TECH_TIMING_PULLBACK_WATCH,,,POSITIVE,outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,technical_warning_label,NONE,,,UNKNOWN,outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,iv_rank_proxy,,,,UNKNOWN,outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,gamma_squeeze_risk_label,NOT_AVAILABLE_RESERVED,,,UNKNOWN,outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
