ticker,column_name,ticker_value,pool_median,pool_percentile,direction_label,source_file,role_label,attribution_mode,notes
FORM,candidate_rank,1,159.5000,0.3145,NEGATIVE,outputs/v18/technical_timing/V18_40A_KDJ_MACD_SHADOW_SIGNALS.csv,SHADOW_ONLY,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,composite_candidate_score,59.2,32.4906,100.0000,POSITIVE,outputs/v18/technical_timing/V18_40A_KDJ_MACD_SHADOW_SIGNALS.csv,SHADOW_ONLY,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,factor_pack_score,,,,UNKNOWN,outputs/v18/technical_timing/V18_40A_KDJ_MACD_SHADOW_SIGNALS.csv,SHADOW_ONLY,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,technical_timing_score,64.0,50.0000,80.8176,POSITIVE,outputs/v18/technical_timing/V18_40A_KDJ_MACD_SHADOW_SIGNALS.csv,SHADOW_ONLY,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,kdj_k,15.2101,48.4184,6.3091,NEGATIVE,outputs/v18/technical_timing/V18_40A_KDJ_MACD_SHADOW_SIGNALS.csv,SHADOW_ONLY,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,kdj_d,31.9855,47.5150,28.0757,NEGATIVE,outputs/v18/technical_timing/V18_40A_KDJ_MACD_SHADOW_SIGNALS.csv,SHADOW_ONLY,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,kdj_j,-18.3406,46.7670,0.9464,NEGATIVE,outputs/v18/technical_timing/V18_40A_KDJ_MACD_SHADOW_SIGNALS.csv,SHADOW_ONLY,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,kdj_signal,KDJ_NEUTRAL,,,UNKNOWN,outputs/v18/technical_timing/V18_40A_KDJ_MACD_SHADOW_SIGNALS.csv,SHADOW_ONLY,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,kdj_risk_label,KDJ_OVERSOLD;KDJ_J_EXTREME_LOW,,,UNKNOWN,outputs/v18/technical_timing/V18_40A_KDJ_MACD_SHADOW_SIGNALS.csv,SHADOW_ONLY,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,macd_dif,3.1890,0.6468,65.2997,POSITIVE,outputs/v18/technical_timing/V18_40A_KDJ_MACD_SHADOW_SIGNALS.csv,SHADOW_ONLY,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,macd_dea,6.6205,0.9260,73.1861,POSITIVE,outputs/v18/technical_timing/V18_40A_KDJ_MACD_SHADOW_SIGNALS.csv,SHADOW_ONLY,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,macd_histogram,-3.4315,-0.0974,5.6782,NEGATIVE,outputs/v18/technical_timing/V18_40A_KDJ_MACD_SHADOW_SIGNALS.csv,SHADOW_ONLY,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,macd_signal,MACD_ABOVE_ZERO,,,UNKNOWN,outputs/v18/technical_timing/V18_40A_KDJ_MACD_SHADOW_SIGNALS.csv,SHADOW_ONLY,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,macd_momentum_label,MACD_HIST_CONTRACTING;MACD_MOMENTUM_WEAKENING,,,UNKNOWN,outputs/v18/technical_timing/V18_40A_KDJ_MACD_SHADOW_SIGNALS.csv,SHADOW_ONLY,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,shadow_confirmation_score,1,0.0000,87.7358,POSITIVE,outputs/v18/technical_timing/V18_40A_KDJ_MACD_SHADOW_SIGNALS.csv,SHADOW_ONLY,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,shadow_risk_score,1,0.0000,85.5346,NEGATIVE,outputs/v18/technical_timing/V18_40A_KDJ_MACD_SHADOW_SIGNALS.csv,SHADOW_ONLY,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,source_rank,163,148.5000,55.0676,NEUTRAL,state/v18/forward_test/V18_DAILY_SIGNAL_FREEZE_LEDGER.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,factor_pack_rank,163,148.5000,55.0676,NEUTRAL,state/v18/forward_test/V18_DAILY_SIGNAL_FREEZE_LEDGER.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,factor_score,100.0,39.4490,100.0000,POSITIVE,state/v18/forward_test/V18_DAILY_SIGNAL_FREEZE_LEDGER.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,technical_timing_score,64.0,50.0000,81.3063,POSITIVE,state/v18/forward_test/V18_DAILY_SIGNAL_FREEZE_LEDGER.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,composite_candidate_score,-51.276190,30.1423,10.1351,NEGATIVE,state/v18/forward_test/V18_DAILY_SIGNAL_FREEZE_LEDGER.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,event_risk_status,,,,UNKNOWN,state/v18/forward_test/V18_DAILY_SIGNAL_FREEZE_LEDGER.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,source_quality,OK_USABLE_SIGNAL_SOURCE,,,POSITIVE,state/v18/forward_test/V18_DAILY_SIGNAL_FREEZE_LEDGER.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,technical_source_file,D:\us-tech-quant\outputs\v18\technical_timing\V18_6A_CURRENT_TECHNICAL_TIMING.csv,,,UNKNOWN,state/v18/forward_test/V18_DAILY_SIGNAL_FREEZE_LEDGER.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,technical_source_file_mtime,2026-05-23T01:57:24,,,UNKNOWN,state/v18/forward_test/V18_DAILY_SIGNAL_FREEZE_LEDGER.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,model_version,V18.32D-FREEZE-REPAIR,,,UNKNOWN,state/v18/forward_test/V18_DAILY_SIGNAL_FREEZE_LEDGER.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
FORM,pipeline_version,V18.32D,,,UNKNOWN,state/v18/forward_test/V18_DAILY_SIGNAL_FREEZE_LEDGER.csv,SUPPORTING_CONTEXT,DESCRIPTIVE_ONLY,Supporting/shadow/provenance context; not treated as official driver unless present in primary ranking output.
