STATUS: OK_V18_18F_TECHNICAL_TIMING_CURRENT_DETAIL_VERIFIED_ORIGINALS_DELETED
MODE: APPLY_DELETE_VERIFIED_ORIGINALS
APPLY: TRUE
ARCHIVE_LARGE_CURRENT_DETAILS: TRUE
DELETE_ORIGINAL_AFTER_VERIFIED_ARCHIVE: TRUE
TOTAL_BACKTEST_DIR_SIZE_MB: 252.881
CURRENT_FILE_COUNT: 11
CURRENT_FILE_MB: 252.880
LARGE_CURRENT_FILE_COUNT: 2
LARGE_CURRENT_FILE_MB: 251.517
DETAIL_FILE_COUNT: 4
DETAIL_FILE_MB: 252.840
SUMMARY_FILE_COUNT: 8
SUMMARY_FILE_MB: 0.028
ARCHIVE_CANDIDATE_COUNT: 2
ARCHIVE_CANDIDATE_MB: 251.517
ESTIMATED_SAVINGS_MB: 251.517
LIGHTWEIGHT_SUMMARY_PROPOSED_COUNT: 2
LIGHTWEIGHT_SUMMARY_CREATED_COUNT: 2
ARCHIVE_ZIP_CREATED_COUNT: 2
ARCHIVE_ZIP_VERIFIED_COUNT: 2
ORIGINAL_DETAIL_DELETED_COUNT: 2
ORIGINAL_DETAIL_DELETED_MB: 251.517
SOURCE_CODE_DELETED_COUNT: 0
CURRENT_ALIAS_DELETED_COUNT: 2
READ_CENTER_DELETED_COUNT: 0
STATE_DELETED_COUNT: 0
PRICE_CACHE_DELETED_COUNT: 0
STABLE_SNAPSHOT_DELETED_COUNT: 0
CURRENT_DAILY_MODIFIED: FALSE
DANGEROUS_TOKEN_FINDING_COUNT: 0
VALIDATION_FAIL_COUNT: 0
AUTO_TRADE: DISABLED
AUTO_SELL: DISABLED
OFFICIAL_DECISION_IMPACT: NONE
