source_path,source_relative_path,target_relative_path,action,apply,copied,moved,deleted,required_before_archive,notes
D:\us-tech-quant\outputs\v18\technical_timing_backtest\V18_6B_CURRENT_TECHNICAL_SIGNAL_FORWARD_SUMMARY.csv,outputs/v18/technical_timing_backtest/V18_6B_CURRENT_TECHNICAL_SIGNAL_FORWARD_SUMMARY.csv,outputs/v18/technical_timing_backtest_current/V18_6B_CURRENT_TECHNICAL_SIGNAL_FORWARD_SUMMARY.csv,COPY_ALIAS_TO_EXTERNAL_CURRENT_FOLDER,FALSE,FALSE,FALSE,FALSE,TRUE,DRYRUN only; no copy or move performed.
D:\us-tech-quant\outputs\v18\technical_timing_backtest\V18_6B_CURRENT_TECHNICAL_TIMING_BACKTEST_DETAIL.csv,outputs/v18/technical_timing_backtest/V18_6B_CURRENT_TECHNICAL_TIMING_BACKTEST_DETAIL.csv,outputs/v18/technical_timing_backtest_current/V18_6B_CURRENT_TECHNICAL_TIMING_BACKTEST_DETAIL.csv,COPY_ALIAS_TO_EXTERNAL_CURRENT_FOLDER,FALSE,FALSE,FALSE,FALSE,TRUE,DRYRUN only; no copy or move performed.
D:\us-tech-quant\outputs\v18\technical_timing_backtest\V18_6B_CURRENT_TECHNICAL_TIMING_BACKTEST_REPORT.md,outputs/v18/technical_timing_backtest/V18_6B_CURRENT_TECHNICAL_TIMING_BACKTEST_REPORT.md,outputs/v18/technical_timing_backtest_current/V18_6B_CURRENT_TECHNICAL_TIMING_BACKTEST_REPORT.md,COPY_ALIAS_TO_EXTERNAL_CURRENT_FOLDER,FALSE,FALSE,FALSE,FALSE,TRUE,DRYRUN only; no copy or move performed.
D:\us-tech-quant\outputs\v18\technical_timing_backtest\V18_6B_CURRENT_TECHNICAL_TOPN_BACKTEST_MATRIX.csv,outputs/v18/technical_timing_backtest/V18_6B_CURRENT_TECHNICAL_TOPN_BACKTEST_MATRIX.csv,outputs/v18/technical_timing_backtest_current/V18_6B_CURRENT_TECHNICAL_TOPN_BACKTEST_MATRIX.csv,COPY_ALIAS_TO_EXTERNAL_CURRENT_FOLDER,FALSE,FALSE,FALSE,FALSE,TRUE,DRYRUN only; no copy or move performed.
D:\us-tech-quant\outputs\v18\technical_timing_backtest\V18_6B_CURRENT_TECHNICAL_TOPN_STRATEGY_SUMMARY.csv,outputs/v18/technical_timing_backtest/V18_6B_CURRENT_TECHNICAL_TOPN_STRATEGY_SUMMARY.csv,outputs/v18/technical_timing_backtest_current/V18_6B_CURRENT_TECHNICAL_TOPN_STRATEGY_SUMMARY.csv,COPY_ALIAS_TO_EXTERNAL_CURRENT_FOLDER,FALSE,FALSE,FALSE,FALSE,TRUE,DRYRUN only; no copy or move performed.
D:\us-tech-quant\outputs\v18\technical_timing_backtest\V18_6B_R1_CURRENT_SIGNAL_EXCESS_SUMMARY.csv,outputs/v18/technical_timing_backtest/V18_6B_R1_CURRENT_SIGNAL_EXCESS_SUMMARY.csv,outputs/v18/technical_timing_backtest_current/V18_6B_R1_CURRENT_SIGNAL_EXCESS_SUMMARY.csv,COPY_ALIAS_TO_EXTERNAL_CURRENT_FOLDER,FALSE,FALSE,FALSE,FALSE,TRUE,DRYRUN only; no copy or move performed.
D:\us-tech-quant\outputs\v18\technical_timing_backtest\V18_6B_R1_CURRENT_TECHNICAL_TIMING_DIAGNOSTIC_DETAIL.csv,outputs/v18/technical_timing_backtest/V18_6B_R1_CURRENT_TECHNICAL_TIMING_DIAGNOSTIC_DETAIL.csv,outputs/v18/technical_timing_backtest_current/V18_6B_R1_CURRENT_TECHNICAL_TIMING_DIAGNOSTIC_DETAIL.csv,COPY_ALIAS_TO_EXTERNAL_CURRENT_FOLDER,FALSE,FALSE,FALSE,FALSE,TRUE,DRYRUN only; no copy or move performed.
D:\us-tech-quant\outputs\v18\technical_timing_backtest\V18_6B_R1_CURRENT_TECHNICAL_TIMING_DIAGNOSTIC_REPORT.md,outputs/v18/technical_timing_backtest/V18_6B_R1_CURRENT_TECHNICAL_TIMING_DIAGNOSTIC_REPORT.md,outputs/v18/technical_timing_backtest_current/V18_6B_R1_CURRENT_TECHNICAL_TIMING_DIAGNOSTIC_REPORT.md,COPY_ALIAS_TO_EXTERNAL_CURRENT_FOLDER,FALSE,FALSE,FALSE,FALSE,TRUE,DRYRUN only; no copy or move performed.
D:\us-tech-quant\outputs\v18\technical_timing_backtest\V18_6B_R1_CURRENT_TOPN_EXCESS_STRATEGY_SUMMARY.csv,outputs/v18/technical_timing_backtest/V18_6B_R1_CURRENT_TOPN_EXCESS_STRATEGY_SUMMARY.csv,outputs/v18/technical_timing_backtest_current/V18_6B_R1_CURRENT_TOPN_EXCESS_STRATEGY_SUMMARY.csv,COPY_ALIAS_TO_EXTERNAL_CURRENT_FOLDER,FALSE,FALSE,FALSE,FALSE,TRUE,DRYRUN only; no copy or move performed.
D:\us-tech-quant\outputs\v18\technical_timing_backtest\V18_CURRENT_TECHNICAL_TIMING_BACKTEST.md,outputs/v18/technical_timing_backtest/V18_CURRENT_TECHNICAL_TIMING_BACKTEST.md,outputs/v18/technical_timing_backtest_current/V18_CURRENT_TECHNICAL_TIMING_BACKTEST.md,COPY_ALIAS_TO_EXTERNAL_CURRENT_FOLDER,FALSE,FALSE,FALSE,FALSE,TRUE,DRYRUN only; no copy or move performed.
D:\us-tech-quant\outputs\v18\technical_timing_backtest\V18_CURRENT_TECHNICAL_TIMING_DIAGNOSTIC.md,outputs/v18/technical_timing_backtest/V18_CURRENT_TECHNICAL_TIMING_DIAGNOSTIC.md,outputs/v18/technical_timing_backtest_current/V18_CURRENT_TECHNICAL_TIMING_DIAGNOSTIC.md,COPY_ALIAS_TO_EXTERNAL_CURRENT_FOLDER,FALSE,FALSE,FALSE,FALSE,TRUE,DRYRUN only; no copy or move performed.
