status,run_id,generated_at,refresh_mode,ranked_candidate_count,max_latest_price_date,min_latest_price_date,latest_price_date_distribution,fresh_ranked_candidate_count,stale_ranked_candidate_count,stale_ranked_candidate_sample,topn_count,fresh_topn_count,stale_topn_count,stale_topn_tickers,topn_current_ready,full_universe_price_refresh_complete,top20_price_refresh_complete,full_universe_stale_row_count,top20_stale_row_count,full_price_refresh_complete,full_price_refresh_incomplete_reason,full_ranking_recompute_complete,invalid_pseudo_ticker_count,invalid_pseudo_tickers,yfinance_failed_ticker_count,yfinance_failed_tickers,yfinance_failed_ticker_count_raw,price_unavailable_excluded_count,price_unavailable_excluded_tickers,current_price_refresh_blocking_failed_ticker_count,targeted_stale_retry_attempted_count,targeted_stale_retry_success_count,targeted_stale_retry_still_stale_count,targeted_stale_retry_still_stale_tickers,buy_candidate_report_trust,buy_candidate_report_usable,trading_execution_allowed,auto_trade,auto_sell,broker_api_used,order_execution_used,ranking_logic_changed,factor_weights_changed
OK_V18_45A_RANKED_CANDIDATE_FRESHNESS_READY,V18_45A_RANKED_CANDIDATE_FRESHNESS_20260530_223803,2026-05-30T22:38:03,Rolling,317,2026-05-29,2026-05-29,2026-05-29=317,317,0,,20,20,0,,TRUE,TRUE,TRUE,0,0,TRUE,NONE,TRUE,0,,5,"CDTX, CFLT, COG, JFROG, MPW",5,5,"CDTX, CFLT, COG, JFROG, MPW",0,0,0,0,,HIGH,TRUE,FALSE,DISABLED,DISABLED,FALSE,FALSE,FALSE,FALSE
