run_id,status,generated_at,signal_date,snapshot_date,same_day_policy,pre_ledger_rows,removed_same_day_rows,appended_rows,post_ledger_rows,duplicate_signal_date_ticker_count,source_account_aware_rows,source_cost_adjusted_rows,account_trade_allowed_count,account_trade_small_only_count,cost_ok_count,blocked_by_min_notional_count,account_state_mode,account_state_quality_flag,validation_fail_count,forbidden_modified,notes
V18_31E_20260524_182842,FAIL_V18_31E_DAILY_TRADE_PLAN_SNAPSHOT_FAILED,2026-05-24T18:28:42,2026-05-22,2026-05-24,REPLACE,252,252,252,252,0,252,252,0,0,0,0,TEMPLATE_OR_EMPTY_ACCOUNT_ASSUMPTION,WARN_TEMPLATE_EMPTY_ACCOUNT,1,FALSE,WARN_TEMPLATE_OR_FORWARD_RETURN_NOT_READY
