STATUS,MODE,RUN_ID,GENERATED_AT,AUTO_TRADE,AUTO_SELL,OFFICIAL_DECISION_IMPACT,RANKING_MODIFIED,FACTOR_WEIGHTS_MODIFIED,SIGNAL_FREEZE_LEDGER_MODIFIED,PAPER_TRADING_LEDGER_MODIFIED,SHADOW_PORTFOLIO_LEDGER_MODIFIED,ACCOUNT_STATE_MODIFIED,BROKER_API_USED,ORDER_EXECUTION_USED,TOTAL_EVIDENCE_SOURCE_COUNT,USABLE_EVIDENCE_SOURCE_COUNT,MISSING_EVIDENCE_SOURCE_COUNT,PAPER_TRADING_SOURCE_STATUS,SHADOW_PORTFOLIO_SOURCE_STATUS,SIGNAL_FREEZE_SOURCE_STATUS,LATEST_SIGNAL_DATE,LATEST_SIGNAL_FREEZE_COUNT,CURRENT_FULL_CANDIDATE_COUNT,CURRENT_TOP_CANDIDATE_COUNT,HORIZON_1D_STATUS,HORIZON_3D_STATUS,HORIZON_5D_STATUS,HORIZON_10D_STATUS,HORIZON_20D_STATUS,ANY_FORWARD_OUTCOME_AVAILABLE,READY_FOR_FACTOR_FORWARD_ATTRIBUTION,READY_FOR_SHADOW_PORTFOLIO_LEAGUE_TABLE,NEXT_RECOMMENDED_STEP
OK_V18_38A_FORWARD_EVIDENCE_DASHBOARD_READY,READ_ONLY_FORWARD_EVIDENCE_DASHBOARD,V18_38A_FORWARD_EVIDENCE_DASHBOARD_20260526_235405,2026-05-26T23:54:05,DISABLED,DISABLED,NONE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,15,0,OK_USABLE,OK_USABLE,OK_USABLE,2026-05-25,318,318,20,PENDING_NOT_ENOUGH_FUTURE_PRICES,PENDING_NOT_ENOUGH_FUTURE_PRICES,PENDING_NOT_ENOUGH_FUTURE_PRICES,PENDING_NOT_ENOUGH_FUTURE_PRICES,PENDING_NOT_ENOUGH_FUTURE_PRICES,FALSE,FALSE,FALSE,"Wait for future-price horizons to mature, then rerun V18.36B/V18.37C and this dashboard."
