source_path,destination_path,mode,status,size_bytes,category,risk_level,recommended_action,reason,skip_reason
scripts\v18\run_v18_1A_safe_bootstrap.ps1,,DRY_RUN,SKIPPED,0,BUG_OR_RISK_TO_FIX,Medium,DO_NOT_DELETE,Empty script placeholder; classify dependencies before cleanup.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_4K_R2_safe_delete_cleanup.ps1,,DRY_RUN,SKIPPED,7272,BUG_OR_RISK_TO_FIX,High,DO_NOT_DELETE,Cleanup script has an -Apply path; use only with explicit approval.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_4K_workspace_cleanup.ps1,,DRY_RUN,SKIPPED,5352,BUG_OR_RISK_TO_FIX,High,DO_NOT_DELETE,Cleanup script has an -Apply path; use only with explicit approval.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_5D_generated_output_retention_cleanup.ps1,,DRY_RUN,SKIPPED,14152,BUG_OR_RISK_TO_FIX,High,DO_NOT_DELETE,Cleanup script has an -Apply path; use only with explicit approval.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_8A_legacy_v15_v16_purge.ps1,,DRY_RUN,SKIPPED,6798,BUG_OR_RISK_TO_FIX,High,DO_NOT_DELETE,Cleanup script has an -Apply path; use only with explicit approval.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\patch_v18_10B_R2_R1_readfirst_parser_fix.py,,DRY_RUN,SKIPPED,1863,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_10B_R2_factor_research_daily_chain.ps1,,DRY_RUN,SKIPPED,12225,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_10B_R3_stable_snapshot.ps1,,DRY_RUN,SKIPPED,747,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_10C_R2_stable_snapshot.ps1,,DRY_RUN,SKIPPED,747,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_10D_R1_stable_snapshot.ps1,,DRY_RUN,SKIPPED,747,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_10D_R2_stable_snapshot.ps1,,DRY_RUN,SKIPPED,747,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_1A_factor_lab_check.ps1,,DRY_RUN,SKIPPED,1289,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_1B_factor_value_compute.ps1,,DRY_RUN,SKIPPED,964,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_3C_factor_shadow_daily_wrapper.ps1,,DRY_RUN,SKIPPED,2474,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_3C_R1_factor_shadow_daily_quiet.ps1,,DRY_RUN,SKIPPED,6720,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_3D_factor_pack_shadow_extension.ps1,,DRY_RUN,SKIPPED,1416,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_3D_official_plus_shadow_daily.ps1,,DRY_RUN,SKIPPED,6666,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_3D_R1_official_overlap_fix.ps1,,DRY_RUN,SKIPPED,1087,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_3D_R2_factor_pack_current_only_daily.ps1,,DRY_RUN,SKIPPED,6227,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_3E_daily_cockpit_wrapper.ps1,,DRY_RUN,SKIPPED,8189,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_4A_factor_forward_outcome_tracker.ps1,,DRY_RUN,SKIPPED,1533,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_4A_R1_daily_integrated_wrapper.ps1,,DRY_RUN,SKIPPED,5799,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_4B_factor_outcome_summary_promotion_rules.ps1,,DRY_RUN,SKIPPED,1647,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_4B_R1_final_daily_wrapper.ps1,,DRY_RUN,SKIPPED,6930,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_4C_archive_old_event_price_scripts.ps1,,DRY_RUN,SKIPPED,4988,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_4C_cloud_earnings_event_update.ps1,,DRY_RUN,SKIPPED,6289,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_4C_R1_final_daily_wrapper.ps1,,DRY_RUN,SKIPPED,1190,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_4C_R2_stable_snapshot.ps1,,DRY_RUN,SKIPPED,8137,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_4C_runtime_dependency_audit.ps1,,DRY_RUN,SKIPPED,13056,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_4D_factor_pack_audit.ps1,,DRY_RUN,SKIPPED,11753,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_4E_factor_output_forward_tracking_audit.ps1,,DRY_RUN,SKIPPED,17914,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_4F_forward_tracker_factor_coverage_repair.ps1,,DRY_RUN,SKIPPED,11244,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_4G_R1_final_daily_factor_audit_wrapper.ps1,,DRY_RUN,SKIPPED,8941,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_4G_R2_stable_snapshot.ps1,,DRY_RUN,SKIPPED,11980,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_4H_factor_rolling_backtest.ps1,,DRY_RUN,SKIPPED,1271,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_4H_R1_factor_robustness_audit.ps1,,DRY_RUN,SKIPPED,1265,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
scripts\v18\run_v18_4H_R1A_factor_robustness_interpretation_patch.ps1,,DRY_RUN,SKIPPED,802,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY
