status,run_id,generated_at,apply_next_signal_freeze_expansion,signal_date,freeze_expansion_mode,latest_freeze_count_before,current_full_candidate_count,planned_new_freeze_count,new_ready_candidate_count,add_new_ready_candidate_count,keep_existing_freeze_count,post_apply_latest_freeze_count,post_apply_matches_current_full_candidates,duplicate_candidate_ticker_count,duplicate_planned_signal_date_ticker_count,duplicate_post_apply_signal_date_ticker_count,backup_path,warning_count,fail_count,official_decision_impact,auto_trade,auto_sell,forbidden_modified
OK_V18_35F_NEXT_SIGNAL_FREEZE_EXPANSION_READY,V18_35F_20260527_175227,2026-05-27T17:52:27,TRUE,2026-05-27,SAME_DAY_REPLACE_252_TO_318,318,318,318,0,0,318,318,TRUE,0,0,0,D:\us-tech-quant\archive\v18\next_signal_freeze_expansion_backups\V18_35F_20260527_175227,0,0,NONE,DISABLED,DISABLED,FALSE
