status,generated_at,homepage_exists,context_consistency_exists,candidate_count,freeze_coverage_status,freeze_ticker_count,expected_candidate_count,allowed_trade_candidate_count,account_state_quality,auto_trade,auto_sell,official_decision_impact,forbidden_modified,command_center_has_run_chinese_homepage_flag,warning_count,fail_reason
WARN_V18_33B_DAILY_OPERATOR_RUNBOOK_REVIEW_NEEDED,2026-05-25T00:27:29,TRUE,TRUE,252,FULL_MATCH,252,252,0,WARN_TEMPLATE_EMPTY_ACCOUNT,DISABLED,DISABLED,NONE,FALSE,TRUE,2,
