run_id,status,generated_at,candidate_signal_date,latest_observed_price_date,latest_full_freeze_signal_date,latest_recommendation_snapshot_date,latest_trade_plan_ledger_signal_date,new_signal_date_allowed,reuse_latest_signal_date_recommended,recommended_signal_date,r31f_should_skip_r21,r31f_should_skip_r29c,r31f_should_prevent_new_r31e_date,non_trading_signal_date_count,future_or_unsupported_signal_date_count,duplicate_trade_plan_signal_date_ticker_count,apply_cleanup,cleanup_date,cleanup_action,validation_fail_count,forbidden_modified,notes
V18_31G_20260524_182839,WARN_V18_31G_TRADING_DAY_SIGNAL_DATE_BLOCKED_REUSE_LATEST,2026-05-24T18:28:39,2026-05-24,2026-05-22,2026-05-22,,2026-05-22,FALSE,TRUE,2026-05-22,TRUE,TRUE,TRUE,0,0,0,FALSE,,AUDIT_ONLY_NO_CLEANUP,0,FALSE,REUSE_LATEST_SIGNAL_DATE_SKIP_NEW_LEDGER_DATE
