snapshot_run_id,snapshot_layer,signal_date,signal_date_source,portfolio_id,ticker,final_weight,source_rank,motif_id,composite_candidate_score,technical_timing_score,factor_pack_score,entry_price,entry_price_source,entry_price_date,forward_1d_return,forward_3d_return,forward_5d_return,forward_10d_return,forward_20d_return,forward_fill_status,official_decision_impact,research_only
V18_37C_20260525_184809,V18_37C_SHADOW_PORTFOLIO,2026-05-25,V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER.csv:signal_date,FULL318_EQUAL_WEIGHT,GNRC,0.0031446541,168,,32.144,50.0,42.86,253.050003,CURRENT_CANDIDATE_PRICE_FIELD,2026-05-18,,,,,,WAITING_FOR_FUTURE_LOCAL_PRICES,NONE,TRUE
V18_37C_20260525_184809,V18_37C_SHADOW_PORTFOLIO,2026-05-25,V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER.csv:signal_date,FULL318_EQUAL_WEIGHT,EEM,0.0031446541,169,,32.093962,50.0,42.734905,65.45999908447266,CURRENT_CANDIDATE_PRICE_FIELD,2026-05-20,,,,,,WAITING_FOR_FUTURE_LOCAL_PRICES,NONE,TRUE
V18_37C_20260525_184809,V18_37C_SHADOW_PORTFOLIO,2026-05-25,V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER.csv:signal_date,FULL318_EQUAL_WEIGHT,FIGR,0.0031446541,170,,32.038065,60.0,35.095162,33.95000076293945,CURRENT_CANDIDATE_PRICE_FIELD,2026-05-22,,,,,,WAITING_FOR_FUTURE_LOCAL_PRICES,NONE,TRUE
V18_37C_20260525_184809,V18_37C_SHADOW_PORTFOLIO,2026-05-25,V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER.csv:signal_date,FULL318_EQUAL_WEIGHT,JBS,0.0031446541,171,,31.998565,70.0,27.496412,13.210000038146973,CURRENT_CANDIDATE_PRICE_FIELD,2026-05-22,,,,,,WAITING_FOR_FUTURE_LOCAL_PRICES,NONE,TRUE
V18_37C_20260525_184809,V18_37C_SHADOW_PORTFOLIO,2026-05-25,V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER.csv:signal_date,FULL318_EQUAL_WEIGHT,VEEV,0.0031446541,172,,31.947966,70.0,27.369914,158.27000427246094,CURRENT_CANDIDATE_PRICE_FIELD,2026-05-21,,,,,,WAITING_FOR_FUTURE_LOCAL_PRICES,NONE,TRUE
V18_37C_20260525_184809,V18_37C_SHADOW_PORTFOLIO,2026-05-25,V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER.csv:signal_date,FULL318_EQUAL_WEIGHT,FLS,0.0031446541,173,,31.882517,70.0,27.206292,68.27999877929688,CURRENT_CANDIDATE_PRICE_FIELD,2026-05-20,,,,,,WAITING_FOR_FUTURE_LOCAL_PRICES,NONE,TRUE
V18_37C_20260525_184809,V18_37C_SHADOW_PORTFOLIO,2026-05-25,V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER.csv:signal_date,FULL318_EQUAL_WEIGHT,ET,0.0031446541,174,,31.83667,50.0,42.091675,20.15999984741211,CURRENT_CANDIDATE_PRICE_FIELD,2026-05-20,,,,,,WAITING_FOR_FUTURE_LOCAL_PRICES,NONE,TRUE
V18_37C_20260525_184809,V18_37C_SHADOW_PORTFOLIO,2026-05-25,V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER.csv:signal_date,FULL318_EQUAL_WEIGHT,COGT,0.0031446541,175,,31.722303,70.0,26.805757,32.58000183105469,CURRENT_CANDIDATE_PRICE_FIELD,2026-05-21,,,,,,WAITING_FOR_FUTURE_LOCAL_PRICES,NONE,TRUE
V18_37C_20260525_184809,V18_37C_SHADOW_PORTFOLIO,2026-05-25,V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER.csv:signal_date,FULL318_EQUAL_WEIGHT,IWM,0.0031446541,176,,31.455809,50.0,41.139523,279.8699951171875,CURRENT_CANDIDATE_PRICE_FIELD,2026-05-20,,,,,,WAITING_FOR_FUTURE_LOCAL_PRICES,NONE,TRUE
V18_37C_20260525_184809,V18_37C_SHADOW_PORTFOLIO,2026-05-25,V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER.csv:signal_date,FULL318_EQUAL_WEIGHT,LHX,0.0031446541,177,,31.418816,60.0,33.547041,309.1499938964844,CURRENT_CANDIDATE_PRICE_FIELD,2026-05-20,,,,,,WAITING_FOR_FUTURE_LOCAL_PRICES,NONE,TRUE
V18_37C_20260525_184809,V18_37C_SHADOW_PORTFOLIO,2026-05-25,V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER.csv:signal_date,FULL318_EQUAL_WEIGHT,LIN,0.0031446541,178,,31.350254,50.0,40.875635,506.6300048828125,CURRENT_CANDIDATE_PRICE_FIELD,2026-05-20,,,,,,WAITING_FOR_FUTURE_LOCAL_PRICES,NONE,TRUE
V18_37C_20260525_184809,V18_37C_SHADOW_PORTFOLIO,2026-05-25,V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER.csv:signal_date,FULL318_EQUAL_WEIGHT,GRAB,0.0031446541,179,,31.31437,70.0,25.785924,3.509999990463257,CURRENT_CANDIDATE_PRICE_FIELD,2026-05-20,,,,,,WAITING_FOR_FUTURE_LOCAL_PRICES,NONE,TRUE
V18_37C_20260525_184809,V18_37C_SHADOW_PORTFOLIO,2026-05-25,V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER.csv:signal_date,FULL318_EQUAL_WEIGHT,PCOR,0.0031446541,180,,31.292054,70.0,25.730134,45.7401008605957,CURRENT_CANDIDATE_PRICE_FIELD,2026-05-21,,,,,,WAITING_FOR_FUTURE_LOCAL_PRICES,NONE,TRUE
V18_37C_20260525_184809,V18_37C_SHADOW_PORTFOLIO,2026-05-25,V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER.csv:signal_date,FULL318_EQUAL_WEIGHT,KVYO,0.0031446541,181,,31.273721,70.0,25.684303,15.109999656677246,CURRENT_CANDIDATE_PRICE_FIELD,2026-05-20,,,,,,WAITING_FOR_FUTURE_LOCAL_PRICES,NONE,TRUE
V18_37C_20260525_184809,V18_37C_SHADOW_PORTFOLIO,2026-05-25,V18_14D_CURRENT_RANKED_CANDIDATE_FORWARD_PRICE_FILLER.csv:signal_date,FULL318_EQUAL_WEIGHT,QS,0.0031446541,182,,31.180681,50.0,40.451703,7.989999771118164,CURRENT_CANDIDATE_PRICE_FIELD,2026-05-21,,,,,,WAITING_FOR_FUTURE_LOCAL_PRICES,NONE,TRUE
