status,run_id,generated_at,use_yfinance_for_full_universe_recompute,apply_full_universe_recomputed_candidates,raw_universe_token_count,sanitized_universe_count,invalid_pseudo_ticker_count,invalid_pseudo_tickers,yfinance_failed_ticker_count,yfinance_failed_tickers,yfinance_failed_ticker_count_raw,price_unavailable_excluded_count,price_unavailable_excluded_tickers,current_price_refresh_blocking_failed_ticker_count,targeted_stale_retry_attempted_count,targeted_stale_retry_success_count,targeted_stale_retry_still_stale_count,targeted_stale_retry_still_stale_tickers,universe_source_rejected_token_count,universe_source_rejected_token_sample,total_universe_count,calculation_attempted_count,price_data_available_count,price_data_missing_count,factor_calculation_success_count,factor_calculation_failure_count,technical_calculation_success_count,technical_calculation_failure_count,ranking_merge_success_count,ranking_merge_failure_count,rank_eligible_count,rank_ineligible_count,current_full_candidate_count_before,current_full_candidate_count_after,current_ranked_candidates_count_before,current_ranked_candidates_count_after,current_top_candidate_count_after,latest_signal_freeze_count,expected_freeze_not_expanded_yet,duplicate_ticker_count,backup_path,warning_count,fail_count,official_decision_impact,auto_trade,auto_sell,forbidden_modified
FAIL_V18_35D_FULL_UNIVERSE_RECOMPUTE_FAILED,V18_35D_20260530_221348,2026-05-30T22:13:48,TRUE,TRUE,335,323,0,,5,"CDTX, CFLT, COG, JFROG, MPW",5,5,"CDTX, CFLT, COG, JFROG, MPW",0,0,0,0,,12,"0, 105, 11, 20, 250, 252, 303, 318, 325, TICKER, TICKERS, TRUE",323,323,318,5,317,6,317,6,317,6,317,6,318,318,317,317,20,318,FALSE,0,NONE,3,1,NONE,DISABLED,DISABLED,FALSE
