source_path,size_mb,mode,action,skip_reason,archive_group,zip_path,zip_member_path,source_exists_before,source_exists_after,zip_verified,included_in_zip,current_alias_violation,protected_path_violation,source_code_violation,validation_status
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/factor_effectiveness/v17_3_factor_group_performance.csv,0.008,APPLY,DELETED,,OLD_GENERATED_REPORTS,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/factor_effectiveness/v17_3_factor_group_performance.csv,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,OK
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/raw105_decision/v17_8B_worth_review_but_locked.csv,0.008,APPLY,DELETED,,OLD_GENERATED_REPORTS,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/raw105_decision/v17_8B_worth_review_but_locked.csv,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,OK
outputs/v17/raw105_decision/V17_8B_RAW105_FULL_DECISION_READABLE_PANEL.md,0.008,APPLY,DELETED,,OLD_GENERATED_REPORTS,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,outputs/v17/raw105_decision/V17_8B_RAW105_FULL_DECISION_READABLE_PANEL.md,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,OK
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v16/universe/V16_UNIVERSE_COVERAGE_AUDIT.md,0.007,APPLY,DELETED,,OLD_GENERATED_REPORTS,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v16/universe/V16_UNIVERSE_COVERAGE_AUDIT.md,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,OK
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/price/v17_6E_screened_universe_latest_prices.csv,0.007,APPLY,DELETED,,OLD_GENERATED_REPORTS,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/price/v17_6E_screened_universe_latest_prices.csv,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,OK
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/raw105_decision/v17_8A_today_watch_candidates.csv,0.007,APPLY,DELETED,,OLD_GENERATED_REPORTS,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/raw105_decision/v17_8A_today_watch_candidates.csv,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,OK
outputs/v17/raw_universe_audit/V17_7D_MAIN_COMPUTE_DELTA_AUDIT.md,0.007,APPLY,DELETED,,OLD_GENERATED_REPORTS,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,outputs/v17/raw_universe_audit/V17_7D_MAIN_COMPUTE_DELTA_AUDIT.md,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,OK
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v16/read_center/V16_22_5_READABLE_DAILY_CONTROL_PANEL.md,0.006,APPLY,DELETED,,OLD_GENERATED_REPORTS,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v16/read_center/V16_22_5_READABLE_DAILY_CONTROL_PANEL.md,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,OK
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/price/v17_6E_screened_universe_tickers.csv,0.006,APPLY,DELETED,,OLD_GENERATED_REPORTS,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/price/v17_6E_screened_universe_tickers.csv,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,OK
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/raw105_decision/V17_8B_RAW105_FULL_DECISION_READABLE_PANEL.md,0.006,APPLY,DELETED,,OLD_GENERATED_REPORTS,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/raw105_decision/V17_8B_RAW105_FULL_DECISION_READABLE_PANEL.md,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,OK
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/ops/v17_cleanup_generated_outputs_20260512_233751.csv,0.005,APPLY,DELETED,,OLD_GENERATED_REPORTS,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v17/ops/v17_cleanup_generated_outputs_20260512_233751.csv,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,OK
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v18/factor_shadow/V18_3B_SHADOW_OFFICIAL_COMPARE_REPORT.md,0.005,APPLY,DELETED,,OLD_GENERATED_REPORTS,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v18/factor_shadow/V18_3B_SHADOW_OFFICIAL_COMPARE_REPORT.md,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,OK
archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v18/factor_validation/V18_2B_FACTOR_CORRELATION_AND_SECTOR_REPORT.md,0.005,APPLY,DELETED,,OLD_GENERATED_REPORTS,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,archive/deprecated/v18_4K_workspace_cleanup_20260515_172036/outputs/v18/factor_validation/V18_2B_FACTOR_CORRELATION_AND_SECTOR_REPORT.md,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,OK
outputs/v17/ops/v17_cleanup_generated_outputs_20260512_233751.csv,0.005,APPLY,DELETED,,OLD_GENERATED_REPORTS,archive/legacy_cleanup/V18_20G_verified_legacy_archive_20260519_200428/V18_20G_old_generated_reports.zip,outputs/v17/ops/v17_cleanup_generated_outputs_20260512_233751.csv,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,OK
