status,run_id,apply_candidate_top_full_canonical_sync,full_candidate_count,current_top_candidate_count,canonical_top20_count,overlap_count,mismatch_count,only_current_top_count,only_full_top20_count,order_matches_full_top20,backup_path,warning_count,fail_count,official_decision_impact,auto_trade,auto_sell,ranking_modified,factor_weights_modified,broker_api_used,order_execution_used
WARN_V18_40A_CURRENT_TOP_ALIAS_WRITE_DISABLED_BY_V18_50B_R2,V18_40A_CANDIDATE_TOP_FULL_CANONICAL_SYNC_20260530_221405,TRUE,318,20,20,7,13,13,13,FALSE,D:/us-tech-quant/archive/v18/candidate_top_full_sync_backups/V18_40A_CANDIDATE_TOP_FULL_CANONICAL_SYNC_20260530_221405,1,0,NONE,DISABLED,DISABLED,FALSE,FALSE,FALSE,FALSE
