audit_time,category,version_key,path,exists,size_mb,last_write_time,action,reason,safe_to_delete,delete_command_preview
2026-05-18 16:17:21,sell_timing_required_current_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_12E_READ_FIRST.txt,YES,0.000666,2026-05-18 16:10:49,KEEP_REQUIRED_CURRENT_OUTPUT,Required current V18.12 sell timing output explicitly preserved.,NO,
2026-05-18 16:17:21,sell_timing_required_current_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_12F_CURRENT_SHADOW_RESEARCH_WITH_SELL_TIMING_INPUT_AUDIT.csv,YES,0.001384,2026-05-18 16:10:49,KEEP_REQUIRED_CURRENT_OUTPUT,Required current V18.12 sell timing output explicitly preserved.,NO,
2026-05-18 16:17:21,sell_timing_required_current_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_12F_CURRENT_SHADOW_RESEARCH_WITH_SELL_TIMING_READ_CENTER.md,YES,0.001332,2026-05-18 16:10:49,KEEP_REQUIRED_CURRENT_OUTPUT,Required current V18.12 sell timing output explicitly preserved.,NO,
2026-05-18 16:17:21,sell_timing_required_current_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_12F_CURRENT_SHADOW_RESEARCH_WITH_SELL_TIMING_SUMMARY.csv,YES,0.001823,2026-05-18 16:10:49,KEEP_REQUIRED_CURRENT_OUTPUT,Required current V18.12 sell timing output explicitly preserved.,NO,
2026-05-18 16:17:21,sell_timing_required_current_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_12F_READ_FIRST.txt,YES,0.000852,2026-05-18 16:10:49,KEEP_REQUIRED_CURRENT_OUTPUT,Required current V18.12 sell timing output explicitly preserved.,NO,
2026-05-18 16:17:21,sell_timing_required_current_output,,D:\us-tech-quant\outputs\v18\sell_timing\V18_CURRENT_EXIT_SIGNAL_FORWARD_TRACKER.csv,YES,0.000833,2026-05-18 16:10:49,KEEP_REQUIRED_CURRENT_OUTPUT,Required current V18.12 sell timing output explicitly preserved.,NO,
2026-05-18 16:17:21,stable_snapshot,V18_12A_R1,D:\us-tech-quant\archive\stable\V18_12A_R1_stable_sell_timing_shadow_engine_20260518_140101,YES,0.047373,2026-05-18 14:01:01,KEEP_LATEST,Newest timestamp stable snapshot for this version key.,NO,
2026-05-18 16:17:21,stable_snapshot,V18_12B_R1,D:\us-tech-quant\archive\stable\V18_12B_R1_stable_sell_timing_technical_label_integration_20260518_141656,YES,0.052564,2026-05-18 14:16:56,DELETE_CANDIDATE_DUPLICATE_OLDER_SNAPSHOT,Older duplicate stable snapshot superseded by the newest snapshot for this version key.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\archive\stable\V18_12B_R1_stable_sell_timing_technical_label_integration_20260518_141656"" -Recurse -Force"
2026-05-18 16:17:21,stable_snapshot,V18_12B_R1,D:\us-tech-quant\archive\stable\V18_12B_R1_stable_sell_timing_technical_label_integration_20260518_141759,YES,0.052564,2026-05-18 14:17:59,KEEP_LATEST,Newest timestamp stable snapshot for this version key.,NO,
2026-05-18 16:17:21,stable_snapshot,V18_12C_R1,D:\us-tech-quant\archive\stable\V18_12C_R1_stable_position_lifecycle_review_20260518_143729,YES,0.042004,2026-05-18 14:37:30,DELETE_CANDIDATE_DUPLICATE_OLDER_SNAPSHOT,Older duplicate stable snapshot superseded by the newest snapshot for this version key.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\archive\stable\V18_12C_R1_stable_position_lifecycle_review_20260518_143729"" -Recurse -Force"
2026-05-18 16:17:21,stable_snapshot,V18_12C_R1,D:\us-tech-quant\archive\stable\V18_12C_R1_stable_position_lifecycle_review_20260518_143825,YES,0.042004,2026-05-18 14:38:26,KEEP_LATEST,Newest timestamp stable snapshot for this version key.,NO,
2026-05-18 16:17:21,stable_snapshot,V18_12D_R1,D:\us-tech-quant\archive\stable\V18_12D_R1_stable_exit_signal_forward_validation_20260518_145213,YES,0.054513,2026-05-18 14:52:14,DELETE_CANDIDATE_DUPLICATE_OLDER_SNAPSHOT,Older duplicate stable snapshot superseded by the newest snapshot for this version key.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\archive\stable\V18_12D_R1_stable_exit_signal_forward_validation_20260518_145213"" -Recurse -Force"
2026-05-18 16:17:21,stable_snapshot,V18_12D_R1,D:\us-tech-quant\archive\stable\V18_12D_R1_stable_exit_signal_forward_validation_20260518_145345,YES,0.054513,2026-05-18 14:53:46,KEEP_LATEST,Newest timestamp stable snapshot for this version key.,NO,
2026-05-18 16:17:21,stable_snapshot,V18_12E_R1,D:\us-tech-quant\archive\stable\V18_12E_R1_stable_sell_timing_daily_wrapper_20260518_150304,YES,0.031284,2026-05-18 15:03:07,DELETE_CANDIDATE_DUPLICATE_OLDER_SNAPSHOT,Older duplicate stable snapshot superseded by the newest snapshot for this version key.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\archive\stable\V18_12E_R1_stable_sell_timing_daily_wrapper_20260518_150304"" -Recurse -Force"
2026-05-18 16:17:21,stable_snapshot,V18_12E_R1,D:\us-tech-quant\archive\stable\V18_12E_R1_stable_sell_timing_daily_wrapper_20260518_150522,YES,0.031284,2026-05-18 15:05:24,KEEP_LATEST,Newest timestamp stable snapshot for this version key.,NO,
2026-05-18 16:17:21,stable_snapshot,V18_12F_R1,D:\us-tech-quant\archive\stable\V18_12F_R1_stable_shadow_research_daily_with_sell_timing_fast_safe_20260518_155221,YES,0.042863,2026-05-18 15:52:24,DELETE_CANDIDATE_DUPLICATE_OLDER_SNAPSHOT,Older duplicate stable snapshot superseded by the newest snapshot for this version key.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\archive\stable\V18_12F_R1_stable_shadow_research_daily_with_sell_timing_fast_safe_20260518_155221"" -Recurse -Force"
2026-05-18 16:17:21,stable_snapshot,V18_12F_R1,D:\us-tech-quant\archive\stable\V18_12F_R1_stable_shadow_research_daily_with_sell_timing_fast_safe_20260518_155450,YES,0.042863,2026-05-18 15:54:53,KEEP_LATEST,Newest timestamp stable snapshot for this version key.,NO,
2026-05-18 16:17:21,stable_snapshot,V18_12F_R2,D:\us-tech-quant\archive\stable\V18_12F_R2_stable_shadow_research_daily_with_sell_timing_hard_fail_guard_20260518_160834,YES,0.044405,2026-05-18 16:08:37,DELETE_CANDIDATE_DUPLICATE_OLDER_SNAPSHOT,Older duplicate stable snapshot superseded by the newest snapshot for this version key.,YES,"Remove-Item -LiteralPath ""D:\us-tech-quant\archive\stable\V18_12F_R2_stable_shadow_research_daily_with_sell_timing_hard_fail_guard_20260518_160834"" -Recurse -Force"
2026-05-18 16:17:21,stable_snapshot,V18_12F_R2,D:\us-tech-quant\archive\stable\V18_12F_R2_stable_shadow_research_daily_with_sell_timing_hard_fail_guard_20260518_161047,YES,0.044405,2026-05-18 16:10:49,KEEP_LATEST,Newest timestamp stable snapshot for this version key.,NO,
