STATUS: WARN_V18_25A_R25_SOURCE_SCRIPT_REVIEW_NEEDED
MODE: READ_ONLY_FACTOR_TECHNICAL_REFRESH_PLAN
RUN_ID: V18_25A_R25_20260522_153714
MAX_TICKERS: 100
R24_NEXT_ACTION_PLAN_PATH: outputs/v18/readiness/V18_25A_R24_CURRENT_NEXT_ACTION_PLAN.csv
EXPECTED_R24_READY_FOR_FACTOR_BUILD_COUNT: 93
EXPECTED_R24_TECHNICAL_MISSING_COUNT: 93
SELECTED_TARGET_COUNT: 93
DEDUPED_TARGET_COUNT: 93
PRICE_LEDGER_READY_TARGET_COUNT: 93
FACTOR_BUILD_READY_COUNT: 93
FACTOR_BUILD_HOLD_COUNT: 0
TECHNICAL_REFRESH_READY_COUNT: 93
TECHNICAL_REFRESH_HOLD_COUNT: 0
BUILD_FACTOR_AND_TECHNICAL_COUNT: 93
BUILD_FACTOR_ONLY_COUNT: 0
REFRESH_TECHNICAL_ONLY_COUNT: 0
HOLD_REVIEW_NEEDED_COUNT: 0
TECHNICAL_REFRESH_ZERO_READY_EXPLANATION: R24 reported zero ready-for-technical-refresh because its overall classification prioritized missing factor rows first; R25 plans technical refresh in parallel for price/ledger-ready tickers with missing technical rows.
SOURCE_SCRIPT_AUDIT_PATH: outputs/v18/readiness/V18_25A_R25_CURRENT_SOURCE_SCRIPT_AUDIT.csv
SCHEMA_COMPATIBILITY_AUDIT_PATH: outputs/v18/readiness/V18_25A_R25_CURRENT_SCHEMA_COMPATIBILITY_AUDIT.csv
FACTOR_BUILD_PLAN_PATH: outputs/v18/readiness/V18_25A_R25_CURRENT_FACTOR_BUILD_PLAN.csv
TECHNICAL_REFRESH_PLAN_PATH: outputs/v18/readiness/V18_25A_R25_CURRENT_TECHNICAL_REFRESH_PLAN.csv
COMBINED_REFRESH_PLAN_PATH: outputs/v18/readiness/V18_25A_R25_CURRENT_COMBINED_REFRESH_PLAN.csv
BLOCKERS_AND_HOLDS_PATH: outputs/v18/readiness/V18_25A_R25_CURRENT_BLOCKERS_AND_HOLDS.csv
OFFICIAL_DECISION_IMPACT: NONE
AUTO_TRADE: DISABLED
AUTO_SELL: DISABLED
EXTERNAL_FETCH_EXECUTED: FALSE
BACKTEST_EXECUTED: FALSE
PRICE_CACHE_MODIFIED: FALSE
ROLLING_LEDGER_MODIFIED: FALSE
FACTOR_PACK_MODIFIED: FALSE
TECHNICAL_TIMING_MODIFIED: FALSE
TIER_FILES_MODIFIED: FALSE
OFFICIAL_DECISION_MODIFIED: FALSE
VALIDATION_FAIL_COUNT: 0
FORBIDDEN_MODIFIED: FALSE
NEXT_RECOMMENDED_STEP: R25B: Build staged factor and technical rows for approved targets, without merging into current official ranking until validation passes.
