run_id,status,mode,generated_at,account_size_usd,source_buyability_rows,source_recommendation_rows,source_ranked_candidate_rows,output_rows,position_allowed_count,position_small_only_count,position_watch_only_count,position_wait_pullback_count,position_review_first_count,position_blocked_count,operator_blocked_count,data_quality_blocked_count,total_initial_notional_usd_if_all_allowed,total_initial_position_pct_if_all_allowed,total_max_notional_usd_policy_cap,total_max_position_pct_policy_cap,validation_fail_count,forbidden_modified,notes
V18_31B_20260524_182840,WARN_V18_31B_MANUAL_POSITION_SIZING_POLICY_REVIEW_NEEDED,MANUAL_POSITION_SIZING_POLICY_LAYER,2026-05-24T18:28:40,2000.00,252,252,252,252,0,0,0,0,0,0,252,0,0.00,0.00,0.00,0.00,1,FALSE,Operator state blocked all rows.
