STATUS: WARN_V18_23B_ROLLING_SCAN_EXECUTOR_READY
MODE: LOCAL_ONLY_ROLLING_SCAN_EXECUTION
ROLLING_SCAN_EXECUTOR_READY: TRUE
LOCAL_ONLY: TRUE
TARGET_COVERAGE_DAYS: 5
TOTAL_UNIVERSE_COUNT: 324
TARGET_SCAN_COUNT_PER_RUN: 65
SELECTED_SCAN_COUNT: 65
SUCCESS_SCAN_COUNT: 23
SKIPPED_SCAN_COUNT: 42
FAILED_SCAN_COUNT: 0
LEDGER_CREATED_OR_UPDATED: TRUE
LEDGER_PATH: D:\us-tech-quant\state\v18\rolling_coverage\V18_23B_ROLLING_SCAN_LEDGER.csv
ROLLING_SCAN_EXECUTED: TRUE
ROLLING_SCAN_DATA_FETCHED: FALSE
EXTERNAL_DATA_FETCHED: FALSE
PRICE_CACHE_MODIFIED: FALSE
PRICE_HISTORY_WRITTEN: FALSE
STAGED_PRICE_HISTORY_WRITTEN: FALSE
RANKING_MODIFIED: FALSE
SIGNAL_SNAPSHOT_MODIFIED: FALSE
FACTOR_PACK_MODIFIED: FALSE
TECHNICAL_TIMING_MODIFIED: FALSE
OFFICIAL_DECISION_IMPACT: NONE
BUY_PERMISSION_MODIFIED: FALSE
AUTO_TRADE: DISABLED
AUTO_SELL: DISABLED
BACKTEST_EXECUTED: FALSE
BACKTEST_RESULTS_APPLIED: FALSE
FACTOR_EFFECT_CLAIM_ALLOWED: FALSE
WEIGHT_CHANGE_ALLOWED: FALSE
PRODUCTION_PROMOTION_ALLOWED: FALSE
DAILY_COMMAND_CENTER_INTEGRATION_ALLOWED: FALSE
UNIQUE_SUCCESS_SCANNED_WITHIN_WINDOW_COUNT: 23
TRUE_5DAY_UNIQUE_COVERAGE_MET: FALSE
TRUE_5DAY_UNIQUE_COVERAGE_STATUS: FALSE_PARTIAL_LOCAL_LEDGER_COVERAGE
COVERAGE_TRUST_LEVEL: MEDIUM
VALIDATION_FAIL_COUNT: 0
RECOMMENDED_NEXT_ACTION: Run V18.23B again on later cycles to scan the next least-recently-successful tickers; do not fetch data or modify official ranking/price/trading files.
EXECUTOR_PATH: D:\us-tech-quant\outputs\v18\rolling_coverage\V18_23B_CURRENT_ROLLING_SCAN_EXECUTOR.md
SELECTED_SCAN_LIST_PATH: D:\us-tech-quant\outputs\v18\rolling_coverage\V18_23B_CURRENT_SELECTED_SCAN_LIST.csv
SCAN_RESULT_PATH: D:\us-tech-quant\outputs\v18\rolling_coverage\V18_23B_CURRENT_SCAN_RESULT.csv
LEDGER_SNAPSHOT_PATH: D:\us-tech-quant\outputs\v18\rolling_coverage\V18_23B_CURRENT_SCAN_LEDGER_SNAPSHOT.csv
COVERAGE_AUDIT_PATH: D:\us-tech-quant\outputs\v18\rolling_coverage\V18_23B_CURRENT_5DAY_COVERAGE_AUDIT.csv
SOURCE_AUDIT_PATH: D:\us-tech-quant\outputs\v18\rolling_coverage\V18_23B_CURRENT_SOURCE_AUDIT.csv
VALIDATION_PATH: D:\us-tech-quant\outputs\v18\rolling_coverage\V18_23B_CURRENT_VALIDATION.csv
REPORT_PATH: D:\us-tech-quant\outputs\v18\ops\V18_23B_CURRENT_ROLLING_SCAN_EXECUTOR_REPORT.md
