run_id,status,generated_at,dry_run,apply_refresh,applied,backup_path,pre_refresh_freeze_ticker_count,post_refresh_freeze_ticker_count,post_refresh_freeze_coverage_status,candidate_count,expected_candidate_count,missing_tickers,allowed_trade_candidate_count,account_state_quality,daily_trust_level,auto_trade,auto_sell,official_decision_impact,forbidden_modified,warning_count,fail_reason
V18_34C_20260527_125903,WARN_V18_34C_TRADE_READINESS_REFRESH_REVIEW_NEEDED,2026-05-27T12:59:03,FALSE,TRUE,TRUE,D:\us-tech-quant\archive\v18\trade_readiness_refresh_backups\V18_34C_20260527_125903\V18_CURRENT_DAILY_TRADE_READINESS_PRE_REFRESH.md,252,252,FULL_MATCH,252,252,NONE,0,WARN_TEMPLATE_EMPTY_ACCOUNT,LOW,DISABLED,DISABLED,NONE,FALSE,2,
