status,patch_version,patch_fix_version,patch_name,run_id,generated_at,write_current_requested,current_alias_written,current_read_first_written,current_homepage_write_skipped_reason,summary_exit,require_topn_current,topn_current_required,topn_current_ready,topn_current_blocking_reason,homepage_path,current_homepage_path,current_read_first_path,daily_run_usable,buy_candidate_report_usable,trading_execution_allowed,auto_trade,auto_sell,broker_api_used,order_execution_used,latest_signal_date,latest_signal_freeze_count,current_full_candidate_count,current_top_candidate_count,long_candidate_count,top_full_mismatch_count,blocking_current_failure_count,expected_remaining_action_required_count,topn_effective,topn_close_gap_count,topn_score_spread,refresh_mode,full_ranking_recompute_complete,full_price_refresh_complete,freshness_topn_stale_count,freshness_topn_stale_tickers,buy_candidate_report_trust,current_authoritative_chain_ready,homepage_source_ok,v18_50b_status,single_ticker,single_ticker_found,single_ticker_rank,single_ticker_score,warning_classification_row_count,file_checklist_row_count,missing_optional_count,nonblocking_warning_count,old_homepage_candidate_count_mismatch,old_homepage_candidate_count_mismatch_legacy_only,old_homepage_candidate_count_current_blocking,old_homepage_candidate_count_suppression_allowed,old_homepage_candidate_count_suppression_blocked_reason,old_homepage_candidate_count,old_homepage_candidate_count_source,official_decision_impact,ranking_logic_changed,factor_weights_changed,signal_freeze_ledger_modified,trading_execution_allowed_guard
WARN_V18_44A_DAILY_OPERATOR_HOMEPAGE_REVIEW_NEEDED,V18.44A,V18.44B_REVIEW_FIXES,DAILY_OPERATOR_HOMEPAGE_CONSOLIDATION,DAILY_OPERATOR_HOMEPAGE_CONSOLIDATION_20260530_223804,2026-05-30T22:38:04,TRUE,TRUE,TRUE,NONE,0,TRUE,TRUE,TRUE,NONE,outputs/v18/read_center/V18_44A_DAILY_OPERATOR_HOMEPAGE.md,outputs/v18/read_center/V18_CURRENT_DAILY_OPERATOR_HOMEPAGE_V2.md,outputs/v18/ops/V18_CURRENT_DAILY_OPERATOR_HOMEPAGE_READ_FIRST.txt,TRUE,TRUE,FALSE,DISABLED,DISABLED,FALSE,FALSE,2026-05-29,318,318,20,20,0,0,0,20,10,7.5160,Rolling,TRUE,TRUE,0,,HIGH,TRUE,TRUE,PASS,FORM,TRUE,1,59.2,10,23,0,4,TRUE,TRUE,FALSE,TRUE,NONE,252,OLD_HOMEPAGE_CHINESE_CANDIDATE_COUNT_TEXT,NONE,FALSE,FALSE,FALSE,FALSE
