status,run_id,generated_at,snapshot_path,total_universe_count,current_full_candidate_count,current_ranked_candidate_count,current_top_candidate_count,latest_signal_freeze_count,rank_eligible_count,rank_ineligible_count,remaining_uncomputed_count,new_recomputed_not_in_freeze_count,duplicate_universe_ticker_count,duplicate_candidate_ticker_count,duplicate_latest_signal_date_ticker_count,copied_file_count,missing_optional_count,missing_critical_count,validation_fail_count,report,current_report,summary_csv,manifest,validation_csv,restore_script,official_decision_impact,auto_trade,auto_sell,forbidden_modified
OK_V18_35H_STABLE_SNAPSHOT_318_ALIGNED_READY,V18_35H_20260525_144305,2026-05-25T14:43:05,D:/us-tech-quant/archive/stable/V18_35H_318_aligned_universe_candidate_freeze_20260525_144305,318,318,318,20,318,318,0,0,0,0,0,0,31,0,0,0,outputs/v18/read_center/V18_35H_STABLE_SNAPSHOT_REPORT.md,outputs/v18/read_center/V18_CURRENT_318_ALIGNED_BASELINE.md,outputs/v18/ops/V18_35H_STABLE_SNAPSHOT_SUMMARY.csv,MANIFEST.csv,VALIDATION.csv,RESTORE_V18_35H.ps1,NONE,DISABLED,DISABLED,FALSE
