source_path,mode,status,size_bytes,category,risk_level,recommended_action,reason,skip_reason,delete_error
scripts\v18\run_v18_1A_safe_bootstrap.ps1,DELETE_GENERATED_ONLY,SKIPPED,0,BUG_OR_RISK_TO_FIX,Medium,DO_NOT_DELETE,Empty script placeholder; classify dependencies before cleanup.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
scripts\v18\run_v18_4K_R2_safe_delete_cleanup.ps1,DELETE_GENERATED_ONLY,SKIPPED,7272,BUG_OR_RISK_TO_FIX,High,DO_NOT_DELETE,Cleanup script has an -Apply path; use only with explicit approval.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
scripts\v18\run_v18_4K_workspace_cleanup.ps1,DELETE_GENERATED_ONLY,SKIPPED,5352,BUG_OR_RISK_TO_FIX,High,DO_NOT_DELETE,Cleanup script has an -Apply path; use only with explicit approval.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
scripts\v18\run_v18_5D_generated_output_retention_cleanup.ps1,DELETE_GENERATED_ONLY,SKIPPED,14152,BUG_OR_RISK_TO_FIX,High,DO_NOT_DELETE,Cleanup script has an -Apply path; use only with explicit approval.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
scripts\v18\run_v18_8A_legacy_v15_v16_purge.ps1,DELETE_GENERATED_ONLY,SKIPPED,6798,BUG_OR_RISK_TO_FIX,High,DO_NOT_DELETE,Cleanup script has an -Apply path; use only with explicit approval.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
scripts\v18\patch_v18_10B_R2_R1_readfirst_parser_fix.py,DELETE_GENERATED_ONLY,SKIPPED,1863,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
scripts\v18\run_v18_10B_R2_factor_research_daily_chain.ps1,DELETE_GENERATED_ONLY,SKIPPED,12225,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
scripts\v18\run_v18_10B_R3_stable_snapshot.ps1,DELETE_GENERATED_ONLY,SKIPPED,747,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
scripts\v18\run_v18_10C_R2_stable_snapshot.ps1,DELETE_GENERATED_ONLY,SKIPPED,747,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
scripts\v18\run_v18_10D_R1_stable_snapshot.ps1,DELETE_GENERATED_ONLY,SKIPPED,747,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
scripts\v18\run_v18_10D_R2_stable_snapshot.ps1,DELETE_GENERATED_ONLY,SKIPPED,747,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
scripts\v18\run_v18_1A_factor_lab_check.ps1,DELETE_GENERATED_ONLY,SKIPPED,1289,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
scripts\v18\run_v18_1B_factor_value_compute.ps1,DELETE_GENERATED_ONLY,SKIPPED,964,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
scripts\v18\run_v18_3C_factor_shadow_daily_wrapper.ps1,DELETE_GENERATED_ONLY,SKIPPED,2474,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
scripts\v18\run_v18_3C_R1_factor_shadow_daily_quiet.ps1,DELETE_GENERATED_ONLY,SKIPPED,6720,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
scripts\v18\run_v18_3D_factor_pack_shadow_extension.ps1,DELETE_GENERATED_ONLY,SKIPPED,1416,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
scripts\v18\run_v18_3D_official_plus_shadow_daily.ps1,DELETE_GENERATED_ONLY,SKIPPED,6666,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
scripts\v18\run_v18_3D_R1_official_overlap_fix.ps1,DELETE_GENERATED_ONLY,SKIPPED,1087,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
scripts\v18\run_v18_3D_R2_factor_pack_current_only_daily.ps1,DELETE_GENERATED_ONLY,SKIPPED,6227,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
scripts\v18\run_v18_3E_daily_cockpit_wrapper.ps1,DELETE_GENERATED_ONLY,SKIPPED,8189,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
scripts\v18\run_v18_4A_factor_forward_outcome_tracker.ps1,DELETE_GENERATED_ONLY,SKIPPED,1533,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
scripts\v18\run_v18_4A_R1_daily_integrated_wrapper.ps1,DELETE_GENERATED_ONLY,SKIPPED,5799,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
scripts\v18\run_v18_4B_factor_outcome_summary_promotion_rules.ps1,DELETE_GENERATED_ONLY,SKIPPED,1647,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
scripts\v18\run_v18_4B_R1_final_daily_wrapper.ps1,DELETE_GENERATED_ONLY,SKIPPED,6930,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
scripts\v18\run_v18_4C_archive_old_event_price_scripts.ps1,DELETE_GENERATED_ONLY,SKIPPED,4988,KEEP_BUT_REVIEW,Medium,DO_NOT_DELETE,Non-active V18 script; may be legacy or dependency.,SKIP_RECOMMENDED_ACTION_NOT_DELETE_DRYRUN_ONLY,
