"RunName","StartedAt","EndedAt","TotalSeconds","FinalAction","BuyPermission","VixRegime","OfficialPermission","SimStatus","SimMode","PositionCount","OfficialDecisionImpact"
"V18.8C_OFFICIAL_DAILY_FAST_WITH_SIMULATION","2026-05-18 21:35:17","2026-05-18 21:39:51","273.238","BUY_CANDIDATES_REQUIRE_MANUAL_CONFIRMATION","UNKNOWN","VIX_CAUTION","OFFICIAL_UNKNOWN_CONSERVATIVE_BLOCK","OK_SIM_CABIN_READY","SHADOW_ONLY","0","NONE"
