status,run_id,generated_at,total_universe_count,current_candidate_count,latest_signal_freeze_count,latest_signal_freeze_row_count,latest_signal_date,universe_not_in_candidates_count,candidates_not_in_universe_count,candidates_not_in_freeze_count,freeze_not_in_candidates_count,top_exclusion_bucket,exclusion_bucket_counts,evidence_source_paths,warning_count,fail_count,fail_reason,official_decision_impact,auto_trade,auto_sell,bucket_not_recently_scanned_count,bucket_price_data_unavailable_count,bucket_price_stale_or_not_latest_count,bucket_factor_pack_missing_count,bucket_technical_timing_missing_count,bucket_history_insufficient_or_latest_only_count,bucket_filtered_by_current_candidate_rules_count,bucket_present_in_candidate_but_not_freeze_count,bucket_orphan_candidate_not_in_total_universe_count,bucket_unknown_insufficient_evidence_count,bucket_in_current_candidates_count,bucket_in_freeze_not_candidate_count
OK_V18_35A_UNIVERSE_TO_CANDIDATE_AUDIT_READY,V18_35A_20260527_125913,2026-05-27T12:59:13,334,318,318,318,2026-05-25,16,0,0,0,NOT_RECENTLY_SCANNED,NOT_RECENTLY_SCANNED=16;PRICE_DATA_UNAVAILABLE=0;PRICE_STALE_OR_NOT_LATEST=0;FACTOR_PACK_MISSING=0;TECHNICAL_TIMING_MISSING=0;HISTORY_INSUFFICIENT_OR_LATEST_ONLY=0;FILTERED_BY_CURRENT_CANDIDATE_RULES=0;PRESENT_IN_CANDIDATE_BUT_NOT_FREEZE=0;ORPHAN_CANDIDATE_NOT_IN_TOTAL_UNIVERSE=0;UNKNOWN_INSUFFICIENT_EVIDENCE=0;IN_CURRENT_CANDIDATES=0;IN_FREEZE_NOT_CANDIDATE=0,state/v18/universe/V18_UNIVERSE_ROLLING_STATE.csv;outputs/v18/candidates/V18_CURRENT_FULL_RANKED_CANDIDATES.csv;state/v18/forward_test/V18_DAILY_SIGNAL_FREEZE_LEDGER.csv;outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv;outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv;state/v18/rolling_coverage/V18_23B_ROLLING_SCAN_LEDGER.csv;outputs/v18/universe/V18_CURRENT_ROLLING_SCAN_PLAN.csv;outputs/v18/read_center/V18_CURRENT_DAILY_OUTPUT_FRESHNESS.md;outputs/v18/read_center/V18_CURRENT_DAILY_WITH_ROLLING_UNIVERSE_SCAN.md,0,0,,NONE,DISABLED,DISABLED,16,0,0,0,0,0,0,0,0,0,0,0
