run_id,status,generated_at,required_files_present,homepage_exists,runbook_exists,context_consistency_exists,daily_readiness_exists,compact_context_exists,candidate_count,expected_candidate_count,freeze_ticker_count,freeze_coverage_status,latest_signal_date,allowed_trade_candidate_count,account_state_quality,auto_trade,auto_sell,official_decision_impact,forbidden_modified,daily_trust_level,v18_33a_run_id,storage_repo_size_mb,max_key_file_gap_hours,freshness_round_consistent,warning_count,fail_reason
V18_34B_20260530_223802,WARN_V18_34B_DAILY_OUTPUT_FRESHNESS_REVIEW_NEEDED,2026-05-30T22:38:02,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,252,252,252,FULL_MATCH,2026-05-22,0,WARN_TEMPLATE_EMPTY_ACCOUNT,DISABLED,DISABLED,NONE,FALSE,MEDIUM,V18_33A_20260530_223802,845.20,142.73,FALSE,8,
